customer_id,recency_status,monetary_status,frequency_status
14495,Needs Attention,Very Low Value,Few
14496,Churned,Low Value,Few
14497,Churned,Low Value,One-Time
14498,Needs Attention,Average Value,Occasional
14499,Recent,Low Value,Few
14500,Needs Attention,Low Value,Few
14501,Churned,Very Low Value,Few
14502,Recent,Average Value,Frequent
14503,Recent,Average Value,Frequent
14504,Needs Attention,Low Value,Occasional
14505,Recent,High Value,Frequent
14506,Recent,Average Value,Occasional
14507,Recent,Average Value,Frequent
14508,Recent,Very Low Value,Few
14511,Recent,Average Value,Occasional
14512,Churned,Very Low Value,Few
14513,At Risk,Low Value,Few
14514,Needs Attention,Average Value,Few
14515,Recent,Average Value,Frequent
14517,Needs Attention,Low Value,Few
14518,Needs Attention,Very Low Value,One-Time
14520,Recent,Very Low Value,Few
14522,Recent,Low Value,Occasional
14523,At Risk,Very Low Value,One-Time
14524,Needs Attention,Average Value,Frequent
14525,Recent,Average Value,Frequent
14527,Recent,High Value,Frequent
14528,Needs Attention,Low Value,One-Time
14529,Needs Attention,Low Value,Few
14530,Recent,Average Value,Frequent
14532,Churned,Low Value,Occasional
14533,Recent,Average Value,Frequent
14534,Recent,Average Value,Frequent
14535,Needs Attention,Average Value,Few
14536,Churned,Very Low Value,One-Time
14537,Needs Attention,Low Value,One-Time
14538,Needs Attention,Low Value,Few
14539,Recent,Low Value,Few
14540,Recent,Low Value,Few
14541,Needs Attention,Average Value,Frequent
14542,Churned,Very Low Value,One-Time
14543,Recent,Average Value,Frequent
14544,Recent,Average Value,Few
14546,Recent,Average Value,Occasional
14547,Recent,Average Value,Frequent
14548,At Risk,Low Value,Few
14549,Churned,Very Low Value,One-Time
14550,Recent,Low Value,Few
14551,Recent,Very Low Value,Few
14552,At Risk,Very Low Value,One-Time
14553,Recent,Low Value,Occasional
14554,Recent,Average Value,Occasional
14555,Needs Attention,Low Value,Few
14557,Needs Attention,Low Value,One-Time
14560,Recent,Average Value,Frequent
14561,Needs Attention,Average Value,Few
14562,Recent,High Value,Frequent
14565,At Risk,Average Value,Occasional
14566,At Risk,Average Value,One-Time
14567,Needs Attention,Average Value,Few
14569,Recent,Very Low Value,One-Time
14570,Churned,Very Low Value,Few
14572,Recent,Average Value,Frequent
14573,At Risk,Average Value,Frequent
14576,Churned,Very Low Value,One-Time
14577,Recent,Low Value,Occasional
14578,Recent,Very Low Value,One-Time
14581,Recent,Very Low Value,One-Time
14582,Needs Attention,Very Low Value,One-Time
14583,Recent,Average Value,Occasional
14584,At Risk,Average Value,Occasional
14585,Needs Attention,Very Low Value,One-Time
14586,Churned,Very Low Value,One-Time
14587,Recent,Average Value,Frequent
14589,Churned,Very Low Value,One-Time
14591,Recent,Average Value,Occasional
14592,Needs Attention,Low Value,Few
14593,Recent,Low Value,Few
14594,Recent,Low Value,Few
14595,Recent,Average Value,Frequent
14597,Recent,Low Value,Few
14598,Needs Attention,Very Low Value,One-Time
14600,Churned,Low Value,One-Time
14601,Recent,Very Low Value,One-Time
14603,Churned,Low Value,One-Time
14606,Recent,High Value,Frequent
14607,Recent,High Value,Frequent
14608,Recent,Average Value,Occasional
14609,Needs Attention,Low Value,Occasional
14616,Churned,Low Value,Few
14618,Recent,Low Value,Few
14619,Churned,Low Value,One-Time
14620,Churned,Low Value,Few
14621,Recent,Average Value,Occasional
14622,Churned,Low Value,One-Time
14623,Needs Attention,Low Value,Occasional
14624,Needs Attention,Very Low Value,Few
14625,Churned,Low Value,Few
14626,Recent,Average Value,Occasional
14628,Needs Attention,Low Value,Few
14629,Recent,Low Value,Few
14631,Needs Attention,Average Value,Few
14632,Churned,Very Low Value,One-Time
14633,Churned,Low Value,One-Time
14636,Needs Attention,Low Value,Few
14638,Needs Attention,Low Value,One-Time
14639,Needs Attention,Average Value,Frequent
14640,Recent,Average Value,Frequent
14641,Recent,Very Low Value,One-Time
14642,Needs Attention,Very Low Value,One-Time
14643,At Risk,Low Value,Few
14644,Needs Attention,Low Value,Few
14645,At Risk,Low Value,Few
14646,Recent,High Value,Frequent
14647,Churned,Very Low Value,One-Time
14649,Recent,Average Value,Occasional
14651,Needs Attention,Low Value,Few
14652,Needs Attention,Very Low Value,One-Time
14653,Recent,Average Value,Frequent
14655,Recent,Average Value,Occasional
14656,At Risk,Very Low Value,Few
14657,Recent,Low Value,Occasional
14658,Recent,Very Low Value,Few
14659,Recent,Average Value,Frequent
14660,Needs Attention,Very Low Value,Few
14661,Recent,Very Low Value,One-Time
14662,Recent,Low Value,Occasional
14664,Recent,Low Value,Few
14665,Needs Attention,Average Value,Occasional
14666,Recent,Very Low Value,One-Time
14667,Recent,High Value,Frequent
14669,Churned,Average Value,Few
14670,Churned,Low Value,Few
14672,Churned,Low Value,Few
14673,Recent,Average Value,Occasional
14675,Recent,Low Value,One-Time
14676,Recent,Average Value,Frequent
14680,Recent,High Value,Frequent
14681,Needs Attention,Low Value,Few
14682,Churned,Very Low Value,Few
14684,Recent,Average Value,Occasional
14687,At Risk,Low Value,One-Time
14688,Recent,High Value,Frequent
14689,Churned,Very Low Value,One-Time
14690,Needs Attention,Low Value,Few
14691,Recent,Average Value,Occasional
14692,At Risk,Low Value,Occasional
14693,Churned,Very Low Value,One-Time
14696,Recent,Average Value,Frequent
14697,Churned,Very Low Value,Few
14698,Recent,Average Value,Occasional
14699,Churned,Very Low Value,One-Time
14700,Needs Attention,Average Value,Few
14701,Recent,Average Value,Frequent
14702,Recent,Average Value,Frequent
14703,Recent,Low Value,One-Time
14704,Recent,Average Value,Frequent
14705,Churned,Very Low Value,One-Time
14708,Recent,Average Value,Few
14709,Recent,Average Value,Frequent
14710,Recent,Low Value,Occasional
14711,Recent,Average Value,Frequent
14712,Recent,Low Value,Few
14713,Recent,Average Value,Frequent
14714,Recent,Very Low Value,One-Time
14715,Recent,Low Value,Occasional
14716,Needs Attention,Low Value,Few
14719,Recent,Average Value,Occasional
14720,Recent,Low Value,Few
14722,At Risk,Very Low Value,One-Time
14723,Recent,Average Value,Frequent
14725,Recent,Low Value,One-Time
14727,Churned,Very Low Value,One-Time
14729,Churned,Low Value,One-Time
14730,Recent,Average Value,Frequent
14731,Needs Attention,Low Value,Few
14732,Recent,Average Value,Frequent
14733,Recent,High Value,Frequent
14735,Recent,High Value,Frequent
14737,Recent,Average Value,Few
14738,Needs Attention,Average Value,Frequent
14739,Recent,Average Value,Frequent
14740,Churned,Average Value,Few
14741,Recent,Average Value,Frequent
14744,Recent,Average Value,Frequent
14745,At Risk,Average Value,Occasional
14747,Churned,Low Value,One-Time
14748,Recent,Average Value,Occasional
14752,Needs Attention,Low Value,One-Time
14753,Needs Attention,Low Value,One-Time
14754,Needs Attention,Low Value,Few
14755,Recent,High Value,Frequent
14756,Recent,Low Value,One-Time
14757,Needs Attention,Low Value,One-Time
14758,At Risk,Average Value,Occasional
14759,Recent,Average Value,Few
14760,Churned,Very Low Value,One-Time
14761,Needs Attention,Very Low Value,Few
14762,Churned,Low Value,One-Time
14764,Needs Attention,Very Low Value,One-Time
14765,Recent,Very Low Value,Few
14766,Recent,Average Value,Frequent
14768,Recent,Very Low Value,Few
14769,Recent,High Value,Frequent
14770,Churned,Low Value,Few
14772,At Risk,Very Low Value,One-Time
14775,Needs Attention,Average Value,Few
14776,Needs Attention,Average Value,Frequent
14778,At Risk,Low Value,Few
14779,Churned,Low Value,Few
14780,Needs Attention,Low Value,Few
14782,Churned,Very Low Value,One-Time
14784,Recent,Very Low Value,Few
14785,Recent,Very Low Value,Few
14788,Recent,Low Value,Few
14789,Recent,Very Low Value,One-Time
14790,Recent,Low Value,Occasional
14792,Needs Attention,Very Low Value,One-Time
14793,Recent,Very Low Value,One-Time
14794,Recent,Average Value,Frequent
14795,At Risk,Very Low Value,One-Time
14796,Recent,High Value,Frequent
14798,Needs Attention,Very Low Value,Few
14799,Needs Attention,Very Low Value,One-Time
14800,Needs Attention,Average Value,Frequent
14801,Needs Attention,Very Low Value,One-Time
14803,At Risk,Low Value,Few
14804,Recent,Low Value,One-Time
14805,Recent,Low Value,Occasional
14806,Needs Attention,Very Low Value,One-Time
14808,Needs Attention,Average Value,Frequent
14810,Needs Attention,Average Value,Frequent
14813,Churned,Very Low Value,Few
14815,Needs Attention,Low Value,Few
14816,Churned,Very Low Value,One-Time
14817,Churned,Average Value,Few
14818,Needs Attention,Low Value,Few
14819,Needs Attention,Very Low Value,Few
14820,Recent,Low Value,Occasional
14821,Churned,Very Low Value,One-Time
14823,At Risk,Low Value,Few
14824,Recent,Average Value,Occasional
14825,Recent,Average Value,Frequent
14828,Churned,Average Value,Few
14829,Recent,Low Value,Occasional
14830,Needs Attention,Very Low Value,One-Time
14834,Recent,Average Value,Frequent
14836,Recent,Very Low Value,Few
14837,Needs Attention,Average Value,Occasional
14840,Churned,Very Low Value,One-Time
14841,Needs Attention,Average Value,Frequent
14842,Needs Attention,Average Value,Occasional
14844,Needs Attention,Average Value,Occasional
14847,At Risk,Low Value,One-Time
14849,Recent,High Value,Frequent
14850,Churned,Low Value,One-Time
14851,Recent,Low Value,Few
14852,Needs Attention,Average Value,Frequent
14853,Recent,Low Value,Few
14854,Needs Attention,Average Value,Frequent
14855,At Risk,Low Value,Few
14856,Needs Attention,Average Value,Few
14857,Needs Attention,Average Value,Few
14859,Recent,Average Value,Occasional
14860,Recent,Very Low Value,One-Time
14861,Needs Attention,Very Low Value,One-Time
14862,Recent,Low Value,Few
14863,Recent,Very Low Value,One-Time
14865,Recent,Very Low Value,Few
14866,Recent,High Value,Frequent
14867,Churned,Low Value,Few
14868,Recent,Average Value,Frequent
14869,Recent,Low Value,Few
14870,Churned,Low Value,One-Time
14871,Recent,Low Value,Occasional
14873,Churned,Low Value,One-Time
14875,At Risk,Average Value,Few
14878,Recent,Average Value,Frequent
14880,Needs Attention,Low Value,Few
14881,Recent,Very Low Value,One-Time
14882,Recent,Low Value,Few
14883,Recent,Low Value,Frequent
14885,At Risk,Low Value,One-Time
14886,Churned,Low Value,One-Time
14887,Needs Attention,Average Value,One-Time
14888,Churned,Low Value,One-Time
14889,Churned,Very Low Value,One-Time
14890,Churned,Very Low Value,One-Time
14891,At Risk,Low Value,Few
14893,Recent,Average Value,Few
14894,Needs Attention,Low Value,One-Time
14895,Recent,High Value,Frequent
14896,Churned,Low Value,Few
14897,Recent,Average Value,Occasional
14898,Recent,Average Value,Frequent
14901,Recent,Average Value,Frequent
14902,Recent,Low Value,One-Time
14903,Recent,Average Value,Occasional
14904,Recent,Average Value,Few
14905,At Risk,Low Value,Few
14907,Recent,Average Value,Frequent
14908,Needs Attention,Very Low Value,One-Time
14910,Recent,Low Value,Occasional
14911,Recent,High Value,Frequent
14912,Recent,Low Value,Few
14913,Needs Attention,Average Value,Occasional
14915,Needs Attention,Low Value,Few
14916,Needs Attention,Average Value,Occasional
14918,At Risk,Average Value,Few
14920,Churned,Low Value,Few
14921,Recent,Average Value,Few
14923,Needs Attention,Low Value,One-Time
14924,Churned,Low Value,One-Time
14929,Needs Attention,Very Low Value,One-Time
14930,At Risk,Average Value,Few
14931,Recent,Low Value,Occasional
14932,Churned,Low Value,One-Time
14934,Needs Attention,Average Value,Few
14935,Churned,Average Value,One-Time
14936,Needs Attention,High Value,Frequent
14937,Needs Attention,Average Value,Few
14944,Recent,High Value,Frequent
14946,Recent,Very Low Value,One-Time
14947,Needs Attention,Very Low Value,Few
14948,Recent,Average Value,Frequent
14950,Recent,Low Value,One-Time
14951,Needs Attention,Low Value,One-Time
14952,Needs Attention,High Value,Frequent
14953,Recent,Very Low Value,One-Time
14954,Recent,Low Value,One-Time
14957,Churned,Very Low Value,One-Time
14958,At Risk,Low Value,Few
14959,Needs Attention,Low Value,Occasional
14960,Recent,Very Low Value,Few
14961,Recent,High Value,Frequent
14962,Churned,Very Low Value,One-Time
14963,Recent,Average Value,Occasional
14964,Churned,Very Low Value,One-Time
14965,At Risk,Low Value,Few
14966,Recent,Very Low Value,One-Time
14967,Needs Attention,Low Value,One-Time
14968,Recent,Very Low Value,One-Time
14970,Needs Attention,Average Value,Occasional
14971,Needs Attention,Average Value,Few
14972,At Risk,Very Low Value,One-Time
14973,At Risk,Average Value,Few
14974,Needs Attention,Very Low Value,One-Time
14975,Needs Attention,Very Low Value,One-Time
14976,Needs Attention,Low Value,Frequent
14978,Needs Attention,Average Value,Occasional
14981,Churned,Very Low Value,One-Time
14984,Recent,Very Low Value,Few
14985,Churned,Very Low Value,Few
14987,Recent,Low Value,Few
14988,Churned,Low Value,One-Time
14995,Needs Attention,Very Low Value,Few
14997,Needs Attention,Low Value,Few
14998,At Risk,Low Value,Few
15000,Needs Attention,Low Value,One-Time
15002,At Risk,Average Value,Occasional
15004,At Risk,Average Value,One-Time
15005,Recent,High Value,Frequent
15006,Needs Attention,Low Value,One-Time
15007,At Risk,Very Low Value,One-Time
15009,Recent,Average Value,Few
15010,Needs Attention,Low Value,One-Time
15012,Needs Attention,Low Value,Few
15014,Needs Attention,Very Low Value,Few
15016,At Risk,Very Low Value,One-Time
15017,Needs Attention,Very Low Value,One-Time
15018,Needs Attention,Low Value,Few
15019,Churned,Very Low Value,One-Time
15021,Recent,Average Value,Frequent
15022,Recent,Low Value,Occasional
15023,Recent,High Value,Frequent
15024,Recent,Average Value,Frequent
15025,Needs Attention,Low Value,One-Time
15026,Needs Attention,Low Value,Few
15027,Recent,Average Value,Occasional
15028,Recent,Low Value,Occasional
15030,Needs Attention,Low Value,Few
15031,Recent,Low Value,Occasional
15032,Churned,Average Value,Few
15033,Recent,Average Value,Frequent
15034,Recent,Average Value,Frequent
15035,Needs Attention,Very Low Value,One-Time
15036,Needs Attention,Low Value,Few
15038,Needs Attention,Low Value,Frequent
15039,Recent,High Value,Frequent
15041,At Risk,Very Low Value,One-Time
15042,Churned,Very Low Value,One-Time
15043,Recent,Low Value,One-Time
15044,Recent,High Value,Frequent
15045,At Risk,Low Value,Few
15046,Recent,High Value,Frequent
15047,Churned,Low Value,One-Time
15048,Needs Attention,Low Value,Occasional
15049,Churned,Very Low Value,One-Time
15050,Recent,Average Value,Few
15051,Recent,Average Value,Few
15052,Churned,Very Low Value,One-Time
15053,Recent,Low Value,Few
15054,Recent,Low Value,Few
15057,Churned,Average Value,Few
15058,Recent,Average Value,Frequent
15059,Needs Attention,Average Value,Frequent
15060,Recent,Low Value,Occasional
15061,Recent,High Value,Frequent
15062,Needs Attention,Low Value,Occasional
15063,Churned,Low Value,One-Time
15065,Needs Attention,Average Value,Occasional
15066,Needs Attention,Low Value,One-Time
15067,Needs Attention,Average Value,Few
15068,Needs Attention,Low Value,Few
15069,At Risk,Average Value,One-Time
15070,Churned,Very Low Value,One-Time
15071,At Risk,Low Value,Few
15073,Recent,Average Value,Few
15074,At Risk,Low Value,One-Time
15075,Needs Attention,Low Value,One-Time
15076,At Risk,Low Value,One-Time
15078,Recent,High Value,Frequent
15079,Churned,Low Value,Occasional
15081,Recent,Low Value,Occasional
15083,Churned,Very Low Value,One-Time
15087,Churned,Low Value,One-Time
15088,Recent,Average Value,Few
15089,Recent,Average Value,Frequent
15090,Churned,Low Value,One-Time
15091,Needs Attention,Low Value,One-Time
15092,Churned,Low Value,Few
15093,Recent,Average Value,Frequent
15095,At Risk,Average Value,Occasional
15096,Needs Attention,Very Low Value,One-Time
15097,Recent,Very Low Value,One-Time
15098,Churned,High Value,Few
15099,Needs Attention,Low Value,One-Time
15100,Churned,Low Value,Few
15101,Recent,Low Value,Few
15103,Recent,Low Value,Few
15104,Churned,Average Value,Few
15105,Recent,Average Value,Frequent
15106,Recent,Average Value,Occasional
15107,Churned,Low Value,Frequent
15108,At Risk,Average Value,Few
15109,Churned,Low Value,One-Time
15110,Recent,Low Value,Occasional
15111,Recent,Average Value,Few
15113,Recent,Average Value,Few
15114,Recent,Average Value,Frequent
15115,Recent,Low Value,One-Time
15116,Recent,Average Value,Occasional
15117,Recent,Average Value,Occasional
15118,At Risk,Very Low Value,One-Time
15119,Churned,Very Low Value,One-Time
15120,At Risk,Low Value,One-Time
15121,Needs Attention,Low Value,Few
15122,At Risk,Average Value,Few
15123,Recent,Average Value,Few
15124,Recent,Very Low Value,Few
15125,Recent,High Value,Frequent
15127,Needs Attention,Low Value,One-Time
15128,Needs Attention,Average Value,Occasional
15129,Needs Attention,Average Value,Frequent
15130,At Risk,Low Value,One-Time
15132,Recent,Low Value,Occasional
15133,At Risk,Low Value,Few
15134,Recent,Average Value,Frequent
15135,Churned,Very Low Value,One-Time
15136,Recent,Average Value,Occasional
15139,Churned,Very Low Value,Few
15140,Needs Attention,Average Value,Frequent
15142,Needs Attention,Low Value,One-Time
15143,Churned,Very Low Value,One-Time
15144,Recent,High Value,Frequent
15145,Recent,Average Value,Occasional
15146,At Risk,Average Value,Few
15147,Churned,Low Value,One-Time
15148,Recent,Low Value,One-Time
15149,At Risk,Low Value,One-Time
15150,Recent,High Value,Frequent
15152,Recent,Average Value,Frequent
15153,Recent,Low Value,One-Time
15154,Needs Attention,Very Low Value,One-Time
15156,Recent,Low Value,Few
15157,Recent,Average Value,Few
15158,Needs Attention,Low Value,One-Time
15159,Recent,High Value,Frequent
15160,Churned,Very Low Value,One-Time
15163,Recent,Low Value,Few
15164,Needs Attention,Low Value,Few
15165,Churned,Low Value,One-Time
15167,Churned,Very Low Value,One-Time
15168,Recent,Very Low Value,One-Time
15171,Churned,Average Value,One-Time
15172,Recent,Average Value,Occasional
15174,Churned,Very Low Value,One-Time
15175,Needs Attention,Very Low Value,One-Time
15178,Churned,Very Low Value,One-Time
15179,Recent,Average Value,Occasional
15180,Churned,Very Low Value,One-Time
15181,Needs Attention,Low Value,Few
15182,At Risk,Low Value,Few
15184,Recent,Low Value,Few
15185,Needs Attention,Low Value,One-Time
15186,Recent,Low Value,Few
15187,Recent,Average Value,Frequent
15189,Recent,High Value,Frequent
15192,At Risk,Average Value,Few
15193,Needs Attention,Low Value,One-Time
15194,Recent,High Value,Frequent
15195,Recent,Average Value,One-Time
15197,Recent,Average Value,Few
15198,At Risk,Very Low Value,Few
15199,Needs Attention,Average Value,Occasional
15201,Needs Attention,Average Value,Occasional
15203,Recent,Average Value,Frequent
15204,Churned,Low Value,One-Time
15205,Needs Attention,Low Value,Few
15206,Recent,Low Value,Occasional
15208,Recent,Low Value,Occasional
15210,Churned,Low Value,One-Time
15211,Needs Attention,Low Value,Few
15212,Churned,Very Low Value,One-Time
15213,Churned,Low Value,Few
15214,Recent,Average Value,Frequent
15215,Needs Attention,Low Value,Few
15216,Needs Attention,Very Low Value,One-Time
15218,Recent,High Value,Frequent
15219,At Risk,Low Value,One-Time
15220,Needs Attention,Average Value,Frequent
15221,Churned,Low Value,One-Time
15222,Churned,Low Value,One-Time
15223,Churned,Low Value,Few
15224,Churned,Low Value,Few
15225,Churned,Low Value,One-Time
15226,Churned,Very Low Value,One-Time
15227,Needs Attention,Average Value,Occasional
15228,Needs Attention,Average Value,Occasional
15230,Churned,Low Value,Few
15232,At Risk,Low Value,Few
15234,Churned,Very Low Value,One-Time
15235,Churned,Average Value,Frequent
15236,Churned,Low Value,One-Time
15237,Recent,Average Value,Occasional
15238,Recent,Average Value,Few
15239,Recent,Low Value,Few
15240,Needs Attention,Average Value,Occasional
15241,Needs Attention,Average Value,Frequent
15243,Needs Attention,Low Value,One-Time
15244,Needs Attention,Low Value,Few
15245,At Risk,Average Value,Few
15246,Churned,Low Value,Few
15247,At Risk,Low Value,One-Time
15249,Needs Attention,High Value,Frequent
15251,Recent,High Value,Frequent
15252,Needs Attention,Low Value,Few
15253,Recent,Low Value,Occasional
15254,At Risk,Low Value,One-Time
15255,Needs Attention,Low Value,One-Time
15256,At Risk,Very Low Value,One-Time
15257,Churned,Low Value,One-Time
15258,At Risk,Low Value,Few
15260,At Risk,Average Value,Frequent
15261,At Risk,Very Low Value,One-Time
15262,Churned,Very Low Value,One-Time
15263,At Risk,Very Low Value,One-Time
15264,Needs Attention,Low Value,One-Time
15265,At Risk,Average Value,Few
15266,Churned,Very Low Value,One-Time
15267,Recent,Average Value,Occasional
15269,Recent,Low Value,One-Time
15270,Recent,Average Value,Frequent
15271,Recent,Average Value,Frequent
15272,Needs Attention,Low Value,Few
15274,Recent,Low Value,Few
15275,Needs Attention,Low Value,One-Time
15276,Needs Attention,Very Low Value,One-Time
15277,Needs Attention,Very Low Value,One-Time
15279,Churned,Very Low Value,One-Time
15280,At Risk,Very Low Value,One-Time
15281,Needs Attention,Average Value,Frequent
15286,Needs Attention,Very Low Value,One-Time
15287,Recent,Low Value,Few
15288,Needs Attention,Average Value,Occasional
15289,Recent,Low Value,Few
15290,Recent,High Value,Frequent
15291,Recent,Average Value,Frequent
15292,Churned,Very Low Value,One-Time
15296,Needs Attention,Average Value,Frequent
15297,Recent,Low Value,Few
15298,Recent,Average Value,Frequent
15299,Needs Attention,Average Value,Frequent
15300,Needs Attention,Low Value,One-Time
15301,Needs Attention,High Value,Frequent
15303,Churned,Low Value,One-Time
15304,Needs Attention,Low Value,Frequent
15306,Needs Attention,Average Value,Few
15307,At Risk,Very Low Value,One-Time
15308,Churned,Low Value,One-Time
15311,Recent,High Value,Frequent
15312,Needs Attention,Low Value,Occasional
15313,At Risk,Very Low Value,One-Time
15314,Churned,Low Value,One-Time
15315,Needs Attention,Low Value,Few
15316,Churned,Very Low Value,One-Time
15318,Recent,Low Value,One-Time
15319,Churned,Very Low Value,One-Time
15320,Needs Attention,Very Low Value,One-Time
15321,Needs Attention,Average Value,Few
15322,Needs Attention,Low Value,One-Time
15325,At Risk,Very Low Value,One-Time
15326,Churned,Low Value,One-Time
15327,Needs Attention,Very Low Value,One-Time
15329,Needs Attention,Average Value,Few
15330,Needs Attention,Low Value,Few
15332,Churned,Average Value,Occasional
15333,Churned,Average Value,One-Time
15334,At Risk,Low Value,Few
15335,Needs Attention,Very Low Value,One-Time
15339,Needs Attention,Low Value,Few
15341,Needs Attention,Average Value,One-Time
15342,At Risk,Low Value,One-Time
15343,Needs Attention,Low Value,One-Time
15344,Recent,Low Value,Few
15345,Needs Attention,Low Value,One-Time
15346,Churned,Very Low Value,One-Time
15347,Churned,Very Low Value,One-Time
15348,Needs Attention,Very Low Value,One-Time
15349,At Risk,Low Value,Few
15350,Churned,Very Low Value,One-Time
15351,Recent,Average Value,Frequent
15353,Churned,Low Value,Few
15355,Recent,Very Low Value,Few
15356,Recent,Average Value,Frequent
15358,Recent,High Value,Frequent
15360,Needs Attention,Low Value,One-Time
15361,Churned,Low Value,One-Time
15363,Churned,Low Value,One-Time
15364,At Risk,Low Value,Few
15365,Recent,Average Value,Frequent
15366,Needs Attention,Low Value,Few
15367,Needs Attention,Average Value,Occasional
15368,Recent,Low Value,One-Time
15370,Needs Attention,Average Value,Frequent
15372,At Risk,Average Value,One-Time
15373,Recent,Average Value,Frequent
15374,At Risk,Very Low Value,One-Time
15376,Needs Attention,Average Value,Few
15379,At Risk,Average Value,Frequent
15380,Recent,Average Value,Occasional
15381,Churned,Low Value,Few
15382,Recent,High Value,Frequent
15384,At Risk,Low Value,Few
15385,Needs Attention,Low Value,One-Time
15386,Churned,Low Value,One-Time
15388,Churned,Very Low Value,One-Time
15389,At Risk,Low Value,One-Time
15392,Recent,Average Value,Occasional
15393,Recent,Very Low Value,Few
15394,Recent,Average Value,Occasional
15395,Churned,Very Low Value,One-Time
15396,At Risk,Very Low Value,One-Time
15397,Churned,Very Low Value,One-Time
15398,Recent,Average Value,Few
15399,Recent,Low Value,Few
15400,At Risk,Low Value,Occasional
15402,At Risk,Low Value,Few
15405,Churned,Low Value,One-Time
15406,Recent,Low Value,Few
15407,Needs Attention,Average Value,Occasional
15408,Churned,Very Low Value,One-Time
15410,Needs Attention,Average Value,Frequent
15411,Recent,Average Value,Occasional
15412,At Risk,Very Low Value,One-Time
15414,Recent,Low Value,Few
15415,Churned,Low Value,One-Time
15416,Needs Attention,Average Value,Occasional
15417,Needs Attention,Low Value,One-Time
15419,Recent,Very Low Value,One-Time
15421,Needs Attention,Low Value,Occasional
15422,Churned,Very Low Value,Few
15423,Needs Attention,Very Low Value,One-Time
15424,Churned,Low Value,Few
15426,Recent,Average Value,Occasional
15427,Needs Attention,Average Value,Few
15428,Recent,Very Low Value,One-Time
15429,Recent,Low Value,Few
15432,Recent,Very Low Value,One-Time
15433,Churned,Low Value,Few
15434,Recent,Average Value,Occasional
15435,Recent,Very Low Value,One-Time
15436,Recent,Average Value,Few
15437,Churned,Very Low Value,One-Time
15438,At Risk,Very Low Value,One-Time
15440,Needs Attention,Low Value,Few
15442,Churned,Low Value,One-Time
15443,Recent,Average Value,Frequent
15444,Recent,Average Value,Few
15445,Churned,Very Low Value,One-Time
15447,Churned,Very Low Value,One-Time
15448,Churned,Low Value,One-Time
15449,Recent,Low Value,Few
15450,Recent,Low Value,One-Time
15452,Recent,Low Value,Few
15453,Recent,Average Value,Frequent
15454,Churned,Very Low Value,One-Time
15456,Churned,Low Value,Few
15457,Churned,Very Low Value,One-Time
15458,Recent,Very Low Value,One-Time
15460,Churned,Very Low Value,One-Time
15462,At Risk,Very Low Value,Few
15463,Recent,Very Low Value,One-Time
15464,Churned,Average Value,One-Time
15465,Recent,High Value,Frequent
15466,Needs Attention,Low Value,One-Time
15467,Recent,Low Value,Few
15468,Needs Attention,Low Value,Few
15469,Needs Attention,Low Value,Few
15471,Recent,Low Value,One-Time
15472,At Risk,Low Value,One-Time
15473,Recent,Average Value,Frequent
15475,Needs Attention,Low Value,One-Time
15478,Needs Attention,Average Value,Few
15480,At Risk,Low Value,One-Time
15482,Recent,High Value,Frequent
15483,At Risk,Very Low Value,Occasional
15484,Recent,Average Value,Occasional
15485,Recent,Average Value,Few
15488,At Risk,Very Low Value,One-Time
15489,Recent,Average Value,Few
15491,At Risk,Average Value,Frequent
15492,Recent,Low Value,Few
15493,Needs Attention,Average Value,Occasional
15494,Recent,Average Value,Few
15497,Recent,Average Value,Few
15498,Recent,High Value,Frequent
15500,Recent,Average Value,Occasional
15502,Recent,High Value,Frequent
15503,Churned,Very Low Value,One-Time
15504,Needs Attention,Very Low Value,One-Time
15505,Needs Attention,Average Value,Occasional
15506,Recent,Low Value,Few
15507,At Risk,Low Value,One-Time
15508,Churned,Average Value,Frequent
15510,Churned,Very Low Value,One-Time
15511,Recent,Low Value,Occasional
15512,At Risk,Very Low Value,Few
15513,Needs Attention,High Value,Frequent
15514,Recent,Average Value,Frequent
15516,Needs Attention,Very Low Value,Few
15517,Churned,Very Low Value,One-Time
15518,Needs Attention,Average Value,Frequent
15520,Recent,Low Value,One-Time
15521,Needs Attention,Average Value,Frequent
15522,Needs Attention,Low Value,Few
15523,Needs Attention,Low Value,One-Time
15524,Recent,Low Value,One-Time
15525,Recent,Low Value,Few
15526,Needs Attention,Very Low Value,Few
15527,Recent,Average Value,Frequent
15528,Churned,Very Low Value,One-Time
15529,Recent,Average Value,Frequent
15530,Recent,Average Value,Occasional
15531,Recent,Average Value,Few
15532,Recent,Average Value,Occasional
15533,Recent,Low Value,Few
15535,At Risk,Low Value,Occasional
15537,At Risk,Very Low Value,One-Time
15539,Recent,Low Value,One-Time
15540,Recent,Very Low Value,One-Time
15541,At Risk,Very Low Value,One-Time
15543,Churned,Very Low Value,One-Time
15544,Recent,Average Value,Frequent
15545,Needs Attention,Very Low Value,Few
15547,Recent,Average Value,Frequent
15549,Needs Attention,Average Value,Few
15550,Recent,Low Value,Occasional
15551,Needs Attention,Low Value,One-Time
15552,Churned,Very Low Value,One-Time
15553,Needs Attention,Low Value,One-Time
15554,Churned,Very Low Value,One-Time
15555,Recent,Average Value,Frequent
15556,Recent,Very Low Value,One-Time
15557,Recent,Low Value,One-Time
15561,Recent,Low Value,Occasional
15562,Churned,Very Low Value,One-Time
15563,Recent,Average Value,Few
